"key","parent","text"
254,22,"課本"
255,22,"二手書"
256,23,"冒險旅遊"
257,23,"航空旅遊"
258,23,"省錢旅行"
259,23,"便宜機票"
260,23,"廉價旅館"
261,23,"廉價旅遊"
262,23,"長期住宿旅館"
263,23,"家庭旅行"
264,23,"飛機班次"
265,23,"旅館"
266,23,"旅行"
267,25,"大專棒球"
268,25,"高中棒球"
269,25,"少棒"
270,25,"青棒"
271,26,"大專籃球"
272,26,"高中籃球"
273,26,"美國職業籃球"
274,27,"摩托車裝備"
275,27,"摩托車賽"
276,27,"摩托車運動"
277,27,"摩托車店"
278,28,"美式足球裝"
279,28,"美式足球場"
280,28,"美式足球賽"
281,29,"廉價高爾夫"
282,29,"免費高爾夫"
283,29,"高爾夫球袋"
284,29,"高爾夫球"
285,29,"高爾夫球車"
286,29,"高爾夫球桿"
287,29,"高爾夫球場"
288,29,"高爾夫球裝備"
289,29,"高爾夫假期"
290,29,"職業高爾夫"
291,30,"曲棍球營"
292,30,"曲棍球裝備"
293,30,"曲棍球賽"
294,30,"曲棍球配備"
295,30,"曲棍球員"
296,30,"冰上曲棍球"
297,31,"美式足球"
298,31,"巴西足球"
299,31,"足球裝備"
300,31,"足球賽"
301,31,"足球鞋"
302,32,"網球"
303,32,"網球裝"
304,32,"網球裝備"
305,32,"網球拍"
306,32,"網球鞋"
307,34,"防毒軟體"
308,34,"組電腦"
309,34,"買電腦"
310,34,"廉價/便宜電腦"
311,34,"電腦配件"
312,34,"電腦外殼"
313,34,"電腦遊戲"
314,34,"圖形"
315,34,"硬體"
316,34,"鍵盤"
317,34,"電腦記憶體"
318,34,"顯像器"
319,34,"電腦軟體"
320,34,"電腦專賣店"
321,34,"桌上型電腦"
322,34,"筆記型電腦"
323,34,"筆記型電腦"
324,34,"口袋型電腦"
325,34,"平板電腦"
326,36,"桌面小配件"
327,36,"電子小玩意兒"
328,36,"電子玩具"
329,36,"高科技小玩意兒"
330,36,"廚房小工具"
331,36,"最新小玩意兒"
332,36,"新的小玩意兒"
333,36,"監視用小玩意兒"
334,36,"科技玩意兒"
335,37,"寬頻網路"
336,37,"有線電視網路"
337,37,"廉價網路"
338,37,"高速網路"
339,37,"免費網路"
340,37,"網路廣告"
341,37,"網路電視"
342,37,"手機電視"
343,37,"衛星電視"
344,37,"無線上網"
345,38,"科學叢書"
346,38,"科技中心"
347,38,"科學實驗"
348,38,"科學展"
349,38,"科幻小說"
350,38,"科學博物館"
351,38,"科學新聞"
